ros_time_s,Error_Distancia
1757190712.641747236,-0.007928
1757190712.744249344,-0.008570
1757190712.845571995,-0.007504
1757190712.945871115,-0.007427
1757190713.050909519,-0.004874
1757190713.145882130,-0.005550
1757190713.248230457,-0.004538
1757190713.349242687,-0.002518
1757190713.447586298,-0.003778
1757190713.548413515,-0.002011
1757190713.643520594,-0.002415
1757190713.750247955,-0.000618
1757190713.848891973,-0.001213
1757190713.949572086,0.000137
1757190714.049114943,0.000445
1757190714.148704052,0.002009
1757190714.247966051,0.001890
1757190714.350241423,0.003724
1757190714.447129250,0.004427
1757190714.547245264,0.004445
1757190714.645402193,0.005470
1757190714.739977121,0.005306
1757190714.845126867,0.006183
1757190714.945030451,0.006142
1757190715.045412064,0.005868
1757190715.144363880,0.006436
1757190715.244742632,0.006256
1757190715.346394062,0.006641
1757190715.444721937,0.006181
1757190715.545017958,0.005583
1757190715.646542549,0.005747
1757190715.747735262,0.005716
1757190715.844181538,0.005981
1757190715.944538832,0.005179
1757190716.047136545,0.004904
1757190716.148798466,0.003993
1757190716.249530077,0.004002
1757190716.349420309,0.003959
1757190716.445851803,0.003245
1757190716.547622681,0.002713
1757190716.647554398,0.002760
1757190716.749467611,0.003021
1757190716.847979307,0.002673
1757190716.950670481,0.001936
1757190717.049037457,0.002049
1757190717.148927450,0.001205
1757190717.250331163,0.001370
1757190717.348813534,0.000734
1757190717.447738886,0.000779
1757190717.549966335,0.000451
1757190717.649675369,0.000197
1757190717.749895096,-0.000100
1757190717.848834038,-0.000649
1757190717.947707891,-0.001208
1757190718.046871185,-0.001296
1757190718.149562836,-0.001954
1757190718.246718884,-0.002031
1757190718.349271059,-0.002258
1757190718.447058678,-0.002925
1757190718.548546076,-0.003225
1757190718.648232937,-0.003409
1757190718.747811556,-0.003812
1757190718.846946478,-0.003688
1757190718.947773457,-0.004160
1757190719.048990250,-0.004822
1757190719.150236845,-0.005260
1757190719.247828960,-0.005143
1757190719.347330570,-0.005455
1757190719.444889069,-0.006415
1757190719.544729948,-0.006711
1757190719.643822432,-0.006884
1757190719.742590427,-0.007073
1757190719.843111992,-0.007362
1757190719.943749905,-0.007580
1757190720.042615891,-0.007192
1757190720.145104408,-0.008128
1757190720.242217302,-0.008683
1757190720.342428923,-0.007982
1757190720.445060492,-0.008103
