ros_time_s,Error_Distancia
1757275202.554657936,-0.003739
1757275202.653474808,0.004759
1757275202.759416580,0.002175
1757275202.854619026,0.001425
1757275202.959979057,0.002412
1757275203.055967569,-0.000224
1757275203.155723572,0.000024
1757275203.254270315,-0.003289
1757275203.356746912,-0.000075
1757275203.454797745,-0.000911
1757275203.555662155,-0.000629
1757275203.655338049,-0.000623
1757275203.753767490,-0.001045
1757275203.853216171,-0.002455
1757275203.946248293,-0.006625
1757275204.052366257,-0.003918
1757275204.153208494,-0.005669
1757275204.255880117,-0.005398
1757275204.355780125,-0.004691
1757275204.456266403,-0.004656
1757275204.549164534,-0.002880
1757275204.654442310,-0.003338
1757275204.757465363,-0.004523
1757275204.853483915,-0.002445
1757275204.953865528,-0.003861
1757275205.045815706,0.036293
1757275205.155308962,-0.003227
1757275205.255761385,-0.000557
1757275205.357673883,-0.000022
1757275205.449077606,-0.009711
1757275205.550470591,-0.009547
1757275205.651176214,-0.008138
1757275205.753587246,-0.005346
1757275205.852805138,-0.003697
1757275205.951393604,-0.006466
1757275206.053546667,-0.001973
1757275206.154762745,-0.002116
1757275206.253018856,-0.001787
1757275206.344917536,0.010147
1757275206.456324339,-0.000756
1757275206.555834532,0.000331
1757275206.656105995,-0.000895
1757275206.748763561,-0.008447
1757275206.850825548,0.005453
1757275206.956000328,0.000615
1757275207.054623604,0.000340
1757275207.155858994,0.000295
1757275207.249217272,0.005874
1757275207.356432676,0.001861
1757275207.453552485,0.003314
1757275207.554693222,0.002808
1757275207.646510124,-0.016660
1757275207.755099297,-0.001300
1757275207.854836941,0.004409
1757275207.954681873,0.003915
1757275208.055072069,0.003320
1757275208.149483204,0.008644
1757275208.247204542,0.010591
1757275208.346725941,0.011871
1757275208.449905157,0.006330
1757275208.550589085,0.009550
1757275208.654706240,-0.001397
1757275208.748657703,0.006896
1757275208.851104498,0.006028
1757275208.951074362,0.005971
1757275209.056129217,-0.000596
1757275209.151442289,-0.003934
1757275209.252915144,-0.005131
1757275209.355026960,-0.002302
1757275209.453645229,-0.005099
1757275209.556345940,-0.005563
1757275209.647118568,0.012175
1757275209.754685163,-0.004047
1757275209.854788780,-0.003780
1757275209.953911066,-0.005377
1757275210.049243689,-0.006988
1757275210.147561312,0.013690
1757275210.255754232,-0.000172
1757275210.356965065,0.000435
1757275210.458213091,0.000049
1757275210.544761658,0.011299
1757275210.653348446,0.004763
1757275210.749995470,0.006161
1757275210.850017786,0.008595
1757275210.951014996,0.008799
1757275211.049256086,0.008830
1757275211.147479296,0.039066
1757275211.245792866,0.039694
1757275211.346985102,0.011025
1757275211.448539495,0.016639
1757275211.555431843,-0.000442
1757275211.649534464,0.006509
1757275211.754184723,0.001549
1757275211.859220982,-0.000068
1757275211.964336395,-0.001346
1757275212.063188314,-0.001659
1757275212.153382301,-0.001231
1757275212.254642963,0.001392
1757275212.356581688,-0.000681
1757275212.455157280,-0.000356
1757275212.555890799,0.000374
1757275212.653853655,0.000742
1757275212.754336357,-0.002876
1757275212.856084108,-0.002514
1757275212.954264879,0.001228
1757275213.054756880,0.001341
1757275213.155326605,-0.000101
1757275213.253504038,0.002183
1757275213.352876186,0.005303
1757275213.454152346,0.002081
1757275213.554588556,0.000788
1757275213.655026913,0.003430
1757275213.752429247,0.004912
1757275213.854180098,0.003866
1757275213.952753782,0.003974
1757275214.054650068,0.001275
1757275214.155339718,0.002199
1757275214.252834082,0.001772
1757275214.356893301,0.000844
1757275214.453198910,0.000595
1757275214.555246592,-0.000408
1757275214.654368401,0.001500
1757275214.755111217,0.003570
1757275214.851111650,-0.003971
1757275214.954828978,-0.003370
1757275215.049357653,-0.002998
1757275215.153517485,-0.003983
1757275215.255146742,-0.004011
1757275215.356214523,-0.004253
1757275215.454188347,-0.001587
1757275215.553156853,-0.005018
1757275215.653211594,-0.001873
1757275215.753158569,-0.002734
1757275215.855355978,0.000848
1757275215.956380844,-0.000642
1757275216.048841238,-0.010795
1757275216.149384737,-0.006807
1757275216.249767065,-0.007757
1757275216.350648642,-0.003101
1757275216.451292753,-0.002015
1757275216.554112196,0.000807
1757275216.647997618,-0.016928
1757275216.752342939,0.007333
1757275216.846705198,0.005607
1757275216.952028513,-0.003611
1757275217.048158407,-0.008810
1757275217.149348497,-0.009419
1757275217.252043247,-0.005657
1757275217.351155758,-0.005350
1757275217.452383757,-0.003187
1757275217.549174070,-0.006527
1757275217.654850006,0.004043
1757275217.754120111,0.002100
1757275217.853094339,0.002398
1757275217.953780890,0.003965
1757275218.053789616,-0.004023
1757275218.156106710,0.001279
1757275218.253194094,0.002054
1757275218.356352091,0.001319
1757275218.453302860,0.004985
1757275218.551373482,-0.003648
1757275218.652992249,0.003566
1757275218.752458572,0.003633
1757275218.847555637,0.006070
1757275218.950710773,0.005820
1757275219.054736853,-0.000997
1757275219.155467749,0.000415
1757275219.253637552,0.000985
1757275219.349942446,0.004889
1757275219.452757835,0.002318
1757275219.552051544,0.003005
1757275219.652508020,0.003610
1757275219.753715515,0.003597
1757275219.851936102,0.004032
1757275219.956760645,-0.000116
1757275220.051971912,-0.006321
1757275220.150652170,-0.007004
1757275220.259815454,0.003133
1757275220.371030092,-0.004709
1757275220.449760199,0.002741
1757275220.554697275,0.001823
1757275220.652250290,-0.004384
1757275220.751430750,0.004293
1757275220.852744818,0.001281
1757275220.949204445,0.006861
1757275221.065353394,-0.001309
1757275221.161387444,0.003658
1757275221.264438391,0.000102
1757275221.355704069,0.001045
1757275221.453392744,0.001377
1757275221.556666374,-0.000076
1757275221.657395124,-0.000003
1757275221.752714634,0.002973
1757275221.846628189,0.026684
1757275221.954293966,0.002302
1757275222.053259850,0.001452
1757275222.146754742,0.012004
1757275222.252261400,0.003032
1757275222.352797031,0.001638
1757275222.451974154,0.002210
1757275222.547479391,-0.001667
1757275222.652433157,-0.001979
1757275222.755569696,-0.000190
1757275222.848495960,0.003988
1757275222.948993444,0.006332
1757275223.049644947,0.002618
1757275223.152358770,0.002807
1757275223.252183199,0.003883
1757275223.348989010,0.005981
1757275223.452691317,0.004585
1757275223.550647497,0.005667
1757275223.654157639,0.001217
1757275223.753115892,-0.002236
1757275223.853241444,-0.001102
1757275223.953363180,-0.002687
1757275224.051320076,-0.002981
1757275224.150180101,-0.002130
1757275224.252499104,-0.002351
1757275224.352455616,-0.002890
1757275224.447300673,-0.006649
1757275224.552887440,-0.005018
1757275224.646496296,-0.009076
1757275224.745554924,-0.008788
1757275224.848086596,-0.006894
1757275224.953695536,0.000406
1757275225.049651623,-0.006325
1757275225.144226074,-0.015524
1757275225.246419191,-0.008685
1757275225.346163750,0.018944
1757275225.440261602,-0.012712
1757275225.546465874,-0.009250
1757275225.650161266,-0.004173
1757275225.751793623,-0.002217
1757275225.851766348,-0.004218
1757275225.950980186,-0.003471
1757275226.045012236,-0.007852
1757275226.148247480,-0.008925
1757275226.252206087,-0.000592
1757275226.355733395,-0.001059
1757275226.444687128,-0.008970
1757275226.545212269,-0.009911
1757275226.650249243,-0.002741
1757275226.752186775,-0.002726
1757275226.851305962,0.001086
1757275226.946241379,-0.007146
1757275227.053341150,-0.000984
1757275227.142994165,0.021208
1757275227.253034353,-0.000999
1757275227.350770235,-0.001674
1757275227.443786383,-0.006199
1757275227.551099300,-0.002078
1757275227.648669481,-0.002588
1757275227.865170240,-0.003567
1757275227.892846584,0.002822
1757275227.951019287,0.003410
1757275228.049646616,-0.002128
1757275228.143983126,-0.006833
1757275228.246920109,-0.007044
1757275228.349486828,0.002422
1757275228.453685522,0.000689
1757275228.551339865,0.001300
1757275228.651079893,0.001800
1757275228.750535250,0.002352
1757275228.848566532,0.002212
1757275228.947328568,-0.001958
1757275229.047396660,0.002686
1757275229.147934675,-0.004896
1757275229.245361090,-0.010972
1757275229.350716829,-0.004546
1757275229.448192596,-0.004854
1757275229.544432402,-0.007326
1757275229.650182724,0.000681
1757275229.747189760,-0.006533
1757275229.845708370,0.007927
1757275229.944134235,0.007946
1757275230.044117451,0.006075
1757275230.146064997,0.006905
1757275230.248698473,-0.001351
1757275230.350843191,0.004912
1757275230.446665764,0.004793
1757275230.547373295,0.003357
1757275230.648337364,0.002201
1757275230.747218609,-0.001870
1757275230.846721888,0.004822
1757275230.944572926,0.005393
1757275231.043283224,0.005305
1757275231.142052650,0.011685
1757275231.244520187,0.006676
1757275231.340967655,0.011684
1757275231.443443298,0.009711
1757275231.541894913,0.012461
1757275231.643492699,0.012821
1757275231.741149664,0.013671
1757275231.840830564,0.012976
1757275231.942074060,0.011416
1757275232.040987253,0.011634
1757275232.142341852,0.014642
1757275232.239985704,0.011488
1757275232.340745449,0.015235
1757275232.442619562,0.015442
1757275232.543311596,0.013958
1757275232.642555714,-0.007051
1757275232.743140697,0.008704
1757275232.839762688,0.011609
1757275232.951256037,0.004838
1757275233.043178558,0.009110
1757275233.141084671,0.010598
1757275233.242230415,0.014160
1757275233.340316772,0.013121
1757275233.443717718,0.010387
1757275233.544582605,0.009363
1757275233.640210629,0.010077
1757275233.743690491,0.009745
1757275233.841845751,0.009544
1757275233.944820404,0.009793
1757275234.041773081,0.036386
1757275234.142845154,0.011265
1757275234.241010189,0.015893
1757275234.341739178,0.011351
1757275234.441209555,0.012571
1757275234.543922663,0.009126
1757275234.644197226,0.009121
1757275234.745159388,0.009864
1757275234.848961830,0.003688
1757275234.948322058,0.006399
1757275235.042818308,-0.087581
1757275235.143223286,0.082275
1757275235.244051456,0.016142
1757275235.341101170,0.012454
1757275235.442154646,0.017583
1757275235.543251038,0.007596
1757275235.641572237,0.013274
1757275235.741005898,0.016889
1757275235.842165470,0.015210
1757275235.944582939,0.015181
1757275236.045433998,0.009362
1757275236.142591715,0.020640
1757275236.241720676,0.012516
1757275236.344373703,0.016027
1757275236.442474604,0.012548
1757275236.541560650,0.009436
1757275236.642352819,0.010637
1757275236.742919207,0.014542
1757275236.842946291,0.010676
1757275236.946444750,0.010336
1757275237.046169519,0.009673
1757275237.144944191,0.008005
1757275237.247348070,0.008688
1757275237.349059582,0.009208
1757275237.447723627,0.008125
1757275237.548437595,0.005043
1757275237.647403717,0.006085
1757275237.745220900,0.006582
1757275237.848272562,0.005198
1757275237.946395397,0.008018
1757275238.050210238,-0.002093
1757275238.154214621,-0.000484
1757275238.250848293,0.004024
1757275238.352193356,-0.003614
1757275238.451283693,0.002630
1757275238.552222013,0.000883
1757275238.651463270,0.002813
1757275238.749756575,0.001034
1757275238.852486372,0.003834
1757275238.947080612,0.006523
1757275239.052343130,0.004660
1757275239.150430202,0.002265
1757275239.251076460,-0.001585
1757275239.352776051,-0.001485
1757275239.451473713,-0.002102
1757275239.550917387,-0.004869
1757275239.653203964,0.001100
1757275239.755554676,-0.001034
1757275239.856191158,-0.000410
1757275239.952533722,-0.001976
1757275240.053530931,-0.000353
1757275240.154102564,-0.000037
1757275240.252724886,-0.003420
1757275240.353360415,-0.001015
1757275240.451009274,0.002920
1757275240.549242973,-0.003852
1757275240.653302193,0.001786
1757275240.755820751,-0.000296
1757275240.851158857,0.002423
1757275240.948085308,0.006859
1757275241.048446417,0.005532
1757275241.152707577,0.002221
