ros_time_s,Vel_Des
1758473427.075474262,"2.83,0.67"
1758473427.177196264,"0.67,2.83"
1758473427.275581121,"2.83,0.67"
1758473427.371676922,"0.67,2.83"
1758473427.475499630,"2.83,0.67"
1758473427.574805021,"2.83,0.67"
1758473427.674515486,"2.83,0.67"
1758473427.774703503,"0.67,2.83"
1758473427.875790358,"0.67,2.83"
1758473427.974763155,"2.83,0.67"
1758473428.082254648,"1.75,1.93"
1758473428.175293684,"2.83,0.67"
1758473428.274519444,"2.83,0.67"
1758473428.376173258,"2.83,0.67"
1758473428.475137711,"0.67,2.83"
1758473428.574974298,"2.83,0.67"
1758473428.675868988,"2.83,0.67"
1758473428.775366068,"2.83,0.67"
1758473428.874128580,"2.83,0.67"
1758473428.974685669,"2.83,0.67"
1758473429.072583199,"2.83,0.67"
1758473429.174868584,"2.83,0.67"
1758473429.274960041,"2.83,0.67"
1758473429.376045465,"2.83,0.67"
1758473429.475550890,"2.83,0.67"
1758473429.576355696,"2.83,0.67"
1758473429.676683426,"2.83,0.67"
1758473429.774150848,"2.83,0.67"
1758473429.874763250,"2.83,0.67"
1758473429.975697041,"2.83,0.67"
1758473430.074383259,"2.83,0.67"
1758473430.177363396,"2.83,0.67"
1758473430.275157690,"2.83,0.67"
1758473430.375186205,"2.83,0.67"
1758473430.475549459,"2.83,0.67"
1758473430.575815201,"2.83,0.67"
1758473430.673388243,"2.83,0.67"
1758473430.774362564,"2.83,0.67"
1758473430.873709679,"2.83,0.67"
1758473430.974761009,"2.83,0.67"
1758473431.074682474,"2.83,0.67"
1758473431.174480438,"2.83,0.67"
1758473431.276096582,"2.83,0.67"
1758473431.374396086,"2.83,0.67"
1758473431.475461960,"2.83,0.67"
1758473431.575652838,"2.83,0.67"
1758473431.672647953,"2.83,0.67"
1758473431.774195671,"2.83,0.67"
1758473431.875683069,"2.83,0.67"
1758473431.974052429,"2.83,0.67"
1758473432.076242447,"2.83,0.67"
1758473432.174785376,"2.83,0.67"
1758473432.274363756,"2.83,0.67"
1758473432.376883268,"2.83,0.67"
